HINDZINC,INDUSINDBK,TATACHEM,CUMMINSIND,TECHM,APOLLOTYRE,TCS,OFSS,ABB,INFY,HDFCBANK,SAIL,GAIL,LT,GODREJCP,TATACOMM,AMBUJACEM,JKCEMENT,HEROMOTOCO,DRREDDY,RELINFRA,EXIDEIND,IDFC,STLTECH,SUZLON,PEL,GLENMARK,SUNTV,BRIGADE,BLUESTARCO,NETWORK18,KEC,NEULANDLAB,STYRENIX,KIRLOSBROS,JUBLPHARMA,HIL,ENGINERSIN,INDIAGLYCO,EDELWEISS,start,end,sharpe_ratio,returns,risk,method
58.1761474609375,921.5726928710938,334.8761901855469,873.2061157226562,409.2154235839844,138.26925659179688,1031.4605712890625,2579.260009765625,1058.59326171875,450.4644470214844,514.283203125,41.419281005859375,52.10930252075195,747.877197265625,428.6006164550781,401.1602478027344,173.7630157470703,544.20361328125,2079.798583984375,2881.63818359375,561.2749633789062,134.1730499267578,37.57054901123047,89.60157012939453,21.850000381469727,849.791259765625,893.5777587890625,346.0312194824219,97.38046264648438,164.0808868408203,59.0,146.94778442382812,779.3065795898438,513.7678833007812,162.95057678222656,391.0766906738281,528.682861328125,94.83438873291016,93.96639251708984,51.48466110229492,,,,,,
56.57693099975586,893.2232666015625,333.36114501953125,860.302978515625,406.3433532714844,135.44302368164062,1011.483642578125,2541.708251953125,1062.101318359375,439.72503662109375,505.6625671386719,41.16148376464844,50.70705032348633,728.5886840820312,424.6724243164063,396.4494323730469,170.80567932128906,530.6589965820312,2042.439697265625,2832.8779296875,569.052734375,131.71617126464844,37.10479736328125,87.6766357421875,22.75,832.2905883789062,900.15576171875,338.20245361328125,98.23634338378906,161.4193115234375,58.34999847412109,142.6354522705078,776.6102294921875,503.7945556640625,156.52200317382812,393.4098205566406,525.5360717773438,92.11013793945312,93.37370300292967,50.4194564819336,,,,,,
58.99525833129883,894.2272338867188,330.3309326171875,852.8217163085938,410.6711730957031,136.74742126464844,1002.6690063476562,2536.992919921875,1037.8282470703125,437.7483520507813,501.8365783691406,43.825382232666016,52.46164321899414,729.1396484375,420.2492370605469,403.65423583984375,172.36880493164062,528.5155029296875,2026.2177734375,2846.458740234375,581.4306030273438,129.53225708007812,37.64817810058594,88.86827850341797,22.899999618530277,829.387939453125,904.5087280273438,342.0165100097656,97.12686157226562,160.5250244140625,57.150001525878906,141.932373046875,767.8345947265625,514.4708251953125,153.7735595703125,392.4299011230469,528.16552734375,91.57672119140624,95.0150146484375,50.108768463134766,,,,,,
56.83046722412109,902.5454711914062,339.5033874511719,848.702880859375,413.1890869140625,135.09515380859375,1016.6060180664062,2535.50048828125,1021.7565307617188,435.832763671875,504.05657958984375,42.96606063842773,52.52505874633789,717.5083618164062,417.1354675292969,407.1642761230469,171.56613159179688,529.0172119140625,1996.290771484375,2823.840087890625,561.8915405273438,129.07730102539062,37.14361190795898,87.40164184570312,22.100000381469727,833.7210083007812,877.3264770507812,338.6039428710937,97.38046264648438,160.63148498535156,57.400001525878906,141.41676330566406,778.522216796875,507.6433715820313,151.67724609375,386.8304443359375,536.9590454101562,90.68134307861328,95.24298095703124,50.46384048461914,,,,,,
54.25613784790039,884.9049072265625,321.8955078125,844.96240234375,401.9367980957031,129.442626953125,1012.18798828125,2501.5107421875,998.8579711914062,428.2723693847656,498.9078369140625,40.00139617919922,52.22910690307617,699.84423828125,402.6842651367188,394.1864013671875,166.96121215820312,515.7005615234375,1951.3045654296875,2773.36572265625,536.3294677734375,126.7114028930664,36.25092697143555,83.96424865722656,20.950000762939453,814.1168212890625,837.9559326171875,329.0086975097656,94.14713287353516,158.41705322265625,54.84999847412109,134.38577270507812,771.5606689453125,479.8648681640625,145.29525756835938,387.5303649902344,526.0535278320312,85.57574462890625,88.63204956054688,48.82166290283203,,,,,,
54.93872833251953,905.5094604492188,328.4472961425781,842.9869384765625,410.8678588867188,130.52963256835938,1023.4356079101562,2515.282958984375,1000.8494262695312,433.3669738769531,501.8128662109375,40.73181915283203,52.59553527832031,684.0072021484375,397.3829040527344,402.8229370117188,167.59490966796875,512.9642333984375,1927.72705078125,2790.885498046875,551.268310546875,129.53225708007812,36.17329406738281,85.33920288085938,21.600000381469727,824.0451049804688,830.652587890625,340.330322265625,96.20758056640624,158.86419677734375,55.95000076293945,133.9170379638672,772.3450317382812,489.202392578125,138.2145233154297,386.3638000488281,535.83837890625,88.90963745117188,89.81746673583984,49.08796310424805,,,,,,
54.62667465209961,895.6612548828125,322.22314453125,828.192626953125,399.1827087402344,128.70346069335938,1008.3895263671876,2502.867431640625,954.6730346679688,430.26953125,500.0415649414063,39.915470123291016,52.045894622802734,680.6715698242188,393.2152099609375,400.0056762695313,167.25692749023438,488.1096801757813,1939.9605712890625,2717.46826171875,553.924072265625,127.12088012695312,35.629920959472656,86.34749603271484,21.149999618530277,802.9265747070312,814.9332275390625,327.24224853515625,95.06640625,158.01248168945312,56.84999847412109,131.9014892578125,793.8671264648438,488.4327697753906,136.58407592773438,377.4979553222656,530.8811645507812,88.20474243164062,89.17916870117188,48.64412307739258,,,,,,
55.250762939453125,873.192138671875,318.66064453125,832.1853637695312,399.2614135742188,129.6600341796875,993.3207397460938,2527.6982421875,973.1624145507812,427.9259643554688,494.53851318359375,39.442848205566406,51.55967712402344,684.0362548828125,405.3509216308594,399.682373046875,164.93328857421875,481.0865173339844,1910.344482421875,2709.820556640625,543.016357421875,127.25737762451172,35.00891876220703,85.20170593261719,20.700000762939453,784.1638793945312,821.60791015625,331.6182556152344,94.08373260498048,157.5653533935547,56.09999847412109,129.55783081054688,811.5162353515625,488.73388671875,130.71450805664062,381.6975708007813,527.4326782226562,86.47114562988281,88.8144302368164,48.422210693359375,,,,,,
55.36777877807617,895.3267211914062,313.1325988769531,818.0634155273438,396.9401245117188,129.22523498535156,972.8955688476562,2502.528076171875,966.999267578125,441.5590515136719,500.7737426757813,38.79835510253906,51.14393615722656,671.0416870117188,406.2451477050781,401.7607421875,167.25692749023438,478.8973693847656,1915.376953125,2679.878662109375,517.5016479492188,125.57396697998048,34.73723602294922,81.58097076416016,20.75,795.690673828125,843.1311645507812,324.4318542480469,91.16739654541016,155.67030334472656,54.79999923706055,128.38597106933594,792.5924682617188,470.6276550292969,130.94741821289062,355.6600341796875,512.0442504882812,85.78531646728516,85.80531311035156,48.02275085449219,,,,,,
55.3482666015625,876.7777099609375,308.5873107910156,825.6707763671875,404.454833984375,126.9642105102539,972.7250366210938,2496.863525390625,961.0732421875,461.77447509765625,495.8611755371094,38.19683074951172,50.38995361328125,658.2213134765625,409.6782836914063,399.5900573730469,167.25692749023438,467.7241821289063,1887.386474609375,2702.17333984375,504.8392028808594,125.98343658447266,33.53404998779297,79.97685241699219,20.200000762939453,790.3479614257812,837.5689086914062,315.6396179199219,87.23665618896484,154.26499938964844,52.84999847412109,124.3548812866211,775.0904541015625,469.0880737304688,130.0157470703125,341.8479919433594,516.4409790039062,84.05170440673828,83.48009490966797,46.69126510620117,,,,,,
