RENUKA,ALOKINDS,SADBHAV,TATACHEM,NIITLTD,NAVA,SURYAROSNI,JINDALPOLY,HMT,PFC,DALMIASUG,SREINFRA,EVEREADY,GHCL,FACT,WSTCSTPAPR,PTC,ELECON,INDIANB,JINDALSAW,IRB,POLYPLEX,RECLTD,JKPAPER,KTKBANK,BOMDYEING,JKIL,HCC,NCC,GNFC,GAIL,COSMOFIRST,DAAWAT,HINDOILEXP,PCBL,CHAMBLFERT,CESC,NLCINDIA,TNPL,SAIL,start,end,sharpe_ratio,returns,risk,method
11.399999618530272,4.900000095367432,298.4535522460937,295.5248107910156,63.53211975097656,64.96894836425781,60.95049285888672,399.9004821777344,43.59999847412109,36.85572814941406,66.46084594726562,53.68720626831055,226.8299102783203,91.39688873291016,20.510883331298828,48.05702972412109,37.14298248291016,60.74874877929688,74.46678161621094,37.11305618286133,20.599868774414062,138.40499877929688,33.96592330932617,38.81758499145508,53.75670623779297,45.67988586425781,330.95294189453125,17.80864715576172,54.17835998535156,60.82710647583008,50.03057861328125,144.33734130859375,21.88339233398437,30.0,8.009222984313965,47.67845153808594,29.50105857849121,43.82802581787109,155.32650756835938,33.169795989990234,,,,,,
11.75,5.0,309.1336669921875,299.61962890625,67.5315170288086,64.83892822265625,62.05045318603516,417.9205322265625,44.34999847412109,38.7143669128418,66.3232421875,54.30980682373047,231.7962646484375,93.37216186523438,20.810312271118164,47.411434173583984,38.91315078735352,59.88638687133789,75.25432586669922,37.31923675537109,20.898414611816406,141.67318725585938,35.46332550048828,39.37395477294922,55.10780334472656,46.68227005004883,331.321533203125,18.34694480895996,55.27687072753906,63.12247085571289,48.27598190307617,141.4029083251953,22.170169830322266,30.5,7.866697311401367,48.14053726196289,30.48025703430176,44.83267593383789,157.35784912109375,35.103271484375,,,,,,
12.050000190734863,5.050000190734863,295.2544250488281,305.1476745605469,65.69845581054688,64.79558563232422,62.35239028930664,400.5375671386719,44.20000076293945,39.47968673706055,65.77284240722656,54.93240737915039,224.8138732910156,93.16638946533205,21.608789443969727,49.307884216308594,39.61510848999024,58.68865966796875,76.96066284179688,36.57698059082031,20.746915817260746,141.40333557128906,35.81675720214844,40.015926361083984,55.30903244018555,46.968658447265625,326.6680603027344,18.25722885131836,56.06779479980469,62.87653732299805,48.41691970825195,142.2937469482422,20.884279251098636,30.0,8.06464958190918,47.51042175292969,30.3176212310791,44.20476913452149,154.73114013671875,34.88844299316406,,,,,,
12.25,5.0,293.8270874023437,301.7079772949219,65.53182220458984,64.55722045898438,61.23088073730469,394.8038635253906,43.0,37.51171875,66.23149871826172,53.25617599487305,221.7652130126953,90.24466705322266,21.059837341308597,48.74298477172852,39.645633697509766,56.532745361328125,75.86685180664062,35.29863739013672,20.17655372619629,140.6837615966797,34.31935119628906,39.75914001464844,53.81418991088867,45.48896026611328,309.15972900390625,17.629215240478516,55.49657440185547,61.11404037475586,49.12862396240234,141.8483123779297,19.79265022277832,29.950000762939453,7.854819774627685,46.50225067138672,29.28760528564453,44.14198303222656,150.59841918945312,33.470558166503906,,,,,,
11.75,4.800000190734863,279.2587890625,286.8027648925781,66.32337188720703,64.31884002685547,60.45442962646485,384.337646484375,42.95000076293945,34.55976104736328,62.883243560791016,49.56847381591797,211.5866241455078,89.21587371826172,20.760406494140625,47.33072662353516,38.3027458190918,52.46047592163086,74.64179229736328,33.8965950012207,19.92701911926269,137.745361328125,32.04069137573242,39.07437515258789,52.175628662109375,44.295654296875,291.0063781738281,16.732053756713867,53.43137741088867,60.7451400756836,48.76924896240234,135.9794464111328,18.7750301361084,30.0,7.6529059410095215,46.50225067138672,29.79244041442871,43.922210693359375,152.8048553466797,32.43937683105469,,,,,,
11.050000190734863,4.300000190734863,258.9320678710937,273.863037109375,60.49091339111328,61.67499542236328,56.14088439941406,357.3985595703125,39.150001525878906,32.88698959350586,58.3883056640625,45.2581787109375,211.48828125,83.74276733398438,19.562692642211918,44.50621795654297,36.86830139160156,50.735748291015625,70.61654663085938,31.669809341430664,18.71054458618164,129.9795379638672,30.92462158203125,36.67770004272461,50.9107551574707,40.23839569091797,277.4144287109375,16.104040145874023,50.0479736328125,54.43288803100586,46.803253173828125,121.28109741210938,17.771289825439453,27.75,7.158019065856934,45.115997314453125,28.30502319335937,43.02387237548828,142.82333374023438,30.93556404113769,,,,,,
10.75,4.050000190734863,238.94985961914065,274.0268859863281,59.32440948486328,61.50163269042969,56.334999084472656,360.58392333984375,37.09999847412109,31.957666397094727,53.297096252441406,43.725624084472656,206.71859741210935,82.75514221191406,19.063644409179688,47.65353012084961,36.41049575805664,47.765384674072266,72.89169311523438,30.226524353027344,18.171371459960938,127.85072326660156,30.14336585998535,36.67770004272461,51.71567153930664,38.99735641479492,263.2234802246094,15.790035247802734,52.11317443847656,57.67097854614258,45.795597076416016,123.2461395263672,17.165346145629883,26.799999237060547,6.659174919128418,43.85578155517578,28.230487823486328,42.0292854309082,145.45005798339844,29.60361862182617,,,,,,
11.399999618530272,4.050000190734863,239.8357391357422,279.0225830078125,63.24049758911133,65.38069152832031,58.16825866699219,373.5074157714844,40.25,33.674171447753906,60.95683288574219,50.38264083862305,212.27505493164065,89.54508972167969,19.81221580505371,48.82368850708008,39.43199157714844,50.160831451416016,75.1230697631836,32.04093551635742,19.29427528381348,133.84744262695312,31.798871994018555,36.84889221191406,53.75670623779297,40.33385848999024,266.9554748535156,16.552621841430664,56.55113983154297,60.21227645874024,47.0921630859375,129.01019287109375,18.169084548950195,28.299999237060547,7.118428707122803,45.115997314453125,29.263887405395508,42.92762756347656,150.87860107421875,30.80666732788086,,,,,,
11.350000381469728,4.0,223.6924743652344,269.68634033203125,60.115966796875,63.668704986572266,56.59380340576172,358.4906616210937,39.20000076293945,32.658565521240234,57.14990234375,49.04166030883789,209.42306518554688,86.45874786376953,19.51278686523437,46.846527099609375,37.29558563232422,47.04674530029297,74.94805908203125,32.78319549560547,18.88432502746582,133.87742614746094,31.48265838623047,35.56496047973633,53.32550430297852,38.66322708129883,271.7933044433594,16.14889907836914,56.33143615722656,57.8349494934082,45.80002212524414,123.42949676513672,18.01644897460937,28.350000381469727,6.872966766357422,45.07399368286133,28.77598762512207,42.60678863525391,148.11183166503906,30.33403968811035,,,,,,
11.100000381469728,3.900000095367432,239.4420166015625,272.3889465332031,60.28260040283203,61.458290100097656,55.58012008666992,363.17767333984375,38.95000076293945,34.30396270751953,57.51683807373047,49.23323059082031,208.8330078125,88.35169982910156,19.01373863220215,46.12022399902344,38.94366836547852,48.19655990600586,76.30438232421875,32.20587921142578,19.09821128845215,131.74856567382812,32.34354782104492,35.607749938964844,53.124267578125,38.472293853759766,276.17041015625,15.655461311340332,57.07841873168945,59.43349075317383,46.0272102355957,122.6435089111328,17.364242553710938,28.0,6.797743797302246,45.49406433105469,29.28082275390625,42.0292854309082,148.42698669433594,31.021499633789062,,,,,,
11.350000381469728,3.900000095367432,233.6835784912109,276.1152648925781,60.94917297363281,62.45513916015625,58.79372024536133,372.0967712402344,39.45000076293945,33.203243255615234,57.70030212402344,48.65852355957031,212.3242034912109,91.35574340820312,19.41297912597656,47.77457427978516,37.50922393798828,48.19655990600586,75.9543685913086,33.27804183959961,19.48142433166504,134.98683166503906,31.20236587524414,36.33531951904297,53.55547332763672,38.94962310791016,276.3547058105469,15.834893226623535,57.825416564941406,59.515472412109375,45.92071533203125,122.17192840576172,18.455867767333984,29.399999618530277,6.8571295738220215,45.07399368286133,29.114805221557617,42.18970489501953,150.6685028076172,30.76369857788086,,,,,,
11.199999809265137,3.849999904632568,227.8267364501953,270.2186889648437,60.44924545288086,64.29715728759766,58.405494689941406,384.9292297363281,40.25,34.73517990112305,58.75524139404297,49.56847381591797,213.65185546875,89.83313751220703,20.411075592041016,48.21842956542969,37.35662460327149,48.67565155029297,75.29808044433594,34.144012451171875,19.316551208496094,135.316650390625,31.94313240051269,36.50650787353516,54.30289459228516,39.52241516113281,278.9349365234375,15.610603332519531,57.12236022949219,58.32680892944336,46.26860427856445,122.46011352539062,19.094194412231445,28.899999618530277,6.869007110595703,46.796295166015625,29.368919372558597,42.38220977783203,149.7578887939453,31.064462661743164,,,,,,
11.149999618530272,3.900000095367432,226.6947326660156,273.6583251953125,60.74087524414063,63.0185775756836,58.276100158691406,386.06689453125,40.29999923706055,34.16780090332031,58.34243392944336,49.90371322631836,218.02813720703125,90.12120056152344,24.00422096252441,48.66228103637695,37.11246109008789,49.442195892333984,74.07300567626953,33.690406799316406,19.588367462158203,140.6837615966797,31.812997817993164,36.63490295410156,53.411739349365234,40.6679916381836,274.05096435546875,15.834893226623535,58.39662551879883,59.26955032348633,45.63673400878906,122.77449035644533,18.41886711120605,28.899999618530277,7.055083751678467,48.980690002441406,30.321006774902344,42.22179412841797,145.87034606933594,31.150392532348636,,,,,,
11.25,3.950000047683716,225.4150848388672,267.925537109375,59.61604690551758,61.588321685791016,54.63113784790039,382.33544921875,38.95000076293945,34.37205505371094,58.15896987915039,47.461219787597656,214.4385986328125,87.36407470703125,22.357362747192383,48.37983703613281,36.56310272216797,47.95701599121094,72.49790954589844,32.741966247558594,19.24526023864746,134.8668975830078,31.262434005737305,35.43656921386719,51.77316284179688,39.999732971191406,260.136474609375,15.655461311340332,57.298118591308594,57.54801940917969,45.011962890625,122.69591522216795,18.34023094177246,29.100000381469727,6.758152961730957,48.56060791015625,30.2464656829834,46.488887786865234,142.40310668945312,30.591835021972656,,,,,,
11.800000190734863,4.0,213.70140075683597,264.8954162597656,57.907958984375,61.54496383666992,53.53118515014648,371.960205078125,38.84999847412109,34.16780090332031,58.80110549926758,47.65278244018555,213.25848388671875,84.73038482666016,21.25945472717285,47.29037857055664,36.34946060180664,46.71138000488281,70.70406341552734,31.71104049682617,18.924428939819336,133.6675262451172,30.681825637817383,35.051387786865234,50.50830078125,39.61787414550781,254.0546722412109,15.52088737487793,56.199615478515625,57.30208969116211,44.55048370361328,118.1894760131836,18.349483489990234,27.25,6.671052932739258,46.964332580566406,29.72468376159668,43.3447151184082,137.39480590820312,30.377002716064453,,,,,,
11.850000381469728,4.0,201.9384613037109,258.0570068359375,57.78298568725586,61.17657470703125,52.84101486206055,361.08447265625,37.75,35.56355667114258,58.84696960449219,47.55700302124024,211.9308319091797,85.67686462402344,20.810312271118164,46.07987594604492,36.685176849365234,45.84901428222656,68.51643371582031,31.133731842041016,18.661527633666992,130.5492401123047,31.272432327270508,35.1369743347168,49.5884017944336,38.56776428222656,241.2920379638672,15.386313438415527,54.17835998535156,56.85121536254883,43.31514739990234,114.9668197631836,18.55763053894043,27.450000762939453,6.71856164932251,46.50225067138672,29.20290184020996,42.79929733276367,137.9901885986328,29.689546585083008,,,,,,
11.75,3.900000095367432,204.35009765625,259.6129455566406,57.69966125488281,60.63479232788086,53.574317932128906,350.20867919921875,36.84999847412109,35.31391525268555,57.51683807373047,47.36543273925781,211.73416137695312,82.46708679199219,21.50897979736328,47.61317825317383,36.56310272216797,44.79501724243164,67.59764099121094,30.226524353027344,18.96453094482422,128.66026306152344,31.322490692138672,34.965789794921875,49.84712600708008,38.52002716064453,251.7048492431641,15.431171417236328,53.73896026611328,56.60528945922852,43.18024063110352,117.4034423828125,18.011816024780273,27.25,6.702725887298584,47.04834747314453,29.46040153503418,41.96512222290039,139.11093139648438,29.861412048339844,,,,,,
11.649999618530272,3.849999904632568,204.89149475097656,258.8349914550781,58.57453918457031,58.79277801513672,53.31550598144531,342.4272766113281,37.0,35.00752639770508,55.911502838134766,47.12596893310547,217.19223022460935,81.5617446899414,19.61259651184082,48.17808532714844,36.41049575805664,41.15392303466797,66.54757690429688,29.649208068847656,19.231889724731445,126.77127838134766,31.21237564086914,34.965789794921875,49.41591644287109,38.18590927124024,243.04286193847656,15.834893226623535,53.91472625732422,56.687259674072266,43.32934188842773,120.33788299560548,16.929443359375,26.850000381469727,6.552280426025391,45.452056884765625,29.62642288208008,41.16304016113281,133.82244873046875,29.990310668945312,,,,,,
