HINDZINC,INDUSINDBK,TECHM,TCS,APOLLOTYRE,OFSS,ABB,INFY,TATACHEM,HDFCBANK,GAIL,CUMMINSIND,GODREJCP,LT,TATACOMM,AMBUJACEM,SAIL,HEROMOTOCO,DRREDDY,M&M,RELINFRA,EXIDEIND,SUZLON,PEL,GLENMARK,IDFC,NETWORK18,ELGIEQUIP,BLUESTARCO,BRIGADE,KEC,SUNCLAYLTD,NEULANDLAB,STYRENIX,KIRLOSBROS,HIL,INDIAGLYCO,DAAWAT,ENGINERSIN,EDELWEISS,start,end,sharpe_ratio,returns,risk,method
58.1761474609375,921.5726928710938,409.2154235839844,1031.4605712890625,138.26925659179688,2579.260009765625,1058.59326171875,450.4644470214844,334.8761901855469,514.283203125,52.10930252075195,873.2061157226562,428.6006164550781,747.877197265625,401.1602478027344,173.7630157470703,41.419281005859375,2079.798583984375,2881.63818359375,580.4524536132812,561.2749633789062,134.1730499267578,21.850000381469727,849.791259765625,893.5777587890625,37.57054901123047,59.0,60.6107292175293,164.0808868408203,97.38046264648438,146.94778442382812,1872.14794921875,779.3065795898438,513.7678833007812,162.95057678222656,528.682861328125,93.96639251708984,24.570825576782227,94.83438873291016,51.48466110229492,,,,,,
56.57693099975586,893.2232666015625,406.3433532714844,1011.483642578125,135.44302368164062,2541.708251953125,1062.101318359375,439.72503662109375,333.36114501953125,505.6625671386719,50.70705032348633,860.302978515625,424.6724243164063,728.5886840820312,396.4494323730469,170.80567932128906,41.16148376464844,2042.439697265625,2832.8779296875,569.970458984375,569.052734375,131.71617126464844,22.75,832.2905883789062,900.15576171875,37.10479736328125,58.34999847412109,59.98034286499024,161.4193115234375,98.23634338378906,142.6354522705078,1851.519775390625,776.6102294921875,503.7945556640625,156.52200317382812,525.5360717773438,93.37370300292967,24.108272552490234,92.11013793945312,50.4194564819336,,,,,,
58.99525833129883,894.2272338867188,410.6711730957031,1002.6690063476562,136.74742126464844,2536.992919921875,1037.8282470703125,437.7483520507813,330.3309326171875,501.8365783691406,52.46164321899414,852.8217163085938,420.2492370605469,729.1396484375,403.65423583984375,172.36880493164062,43.825382232666016,2026.2177734375,2846.458740234375,573.0439453125,581.4306030273438,129.53225708007812,22.899999618530277,829.387939453125,904.5087280273438,37.64817810058594,57.150001525878906,60.1671257019043,160.5250244140625,97.12686157226562,141.932373046875,1840.684326171875,767.8345947265625,514.4708251953125,153.7735595703125,528.16552734375,95.0150146484375,24.1915283203125,91.57672119140624,50.108768463134766,,,,,,
56.83046722412109,902.5454711914062,413.1890869140625,1016.6060180664062,135.09515380859375,2535.50048828125,1021.7565307617188,435.832763671875,339.5033874511719,504.05657958984375,52.52505874633789,848.702880859375,417.1354675292969,717.5083618164062,407.1642761230469,171.56613159179688,42.96606063842773,1996.290771484375,2823.840087890625,562.4702758789062,561.8915405273438,129.07730102539062,22.100000381469727,833.7210083007812,877.3264770507812,37.14361190795898,57.400001525878906,60.1671257019043,160.63148498535156,97.38046264648438,141.41676330566406,1862.2647705078125,778.522216796875,507.6433715820313,151.67724609375,536.9590454101562,95.24298095703124,25.065752029418945,90.68134307861328,50.46384048461914,,,,,,
54.25613784790039,884.9049072265625,401.9367980957031,1012.18798828125,129.442626953125,2501.5107421875,998.8579711914062,428.2723693847656,321.8955078125,498.9078369140625,52.22910690307617,844.96240234375,402.6842651367188,699.84423828125,394.1864013671875,166.96121215820312,40.00139617919922,1951.3045654296875,2773.36572265625,549.3046875,536.3294677734375,126.7114028930664,20.950000762939453,814.1168212890625,837.9559326171875,36.25092697143555,54.84999847412109,58.766258239746094,158.41705322265625,94.14713287353516,134.38577270507812,1837.420166015625,771.5606689453125,479.8648681640625,145.29525756835938,526.0535278320312,88.63204956054688,24.089767456054688,85.57574462890625,48.82166290283203,,,,,,
54.93872833251953,905.5094604492188,410.8678588867188,1023.4356079101562,130.52963256835938,2515.282958984375,1000.8494262695312,433.3669738769531,328.4472961425781,501.8128662109375,52.59553527832031,842.9869384765625,397.3829040527344,684.0072021484375,402.8229370117188,167.59490966796875,40.73181915283203,1927.72705078125,2790.885498046875,549.5569458007812,551.268310546875,129.53225708007812,21.600000381469727,824.0451049804688,830.652587890625,36.17329406738281,55.95000076293945,58.71956634521485,158.86419677734375,96.20758056640624,133.9170379638672,1860.406005859375,772.3450317382812,489.202392578125,138.2145233154297,535.83837890625,89.81746673583984,24.293292999267575,88.90963745117188,49.08796310424805,,,,,,
54.62667465209961,895.6612548828125,399.1827087402344,1008.3895263671876,128.70346069335938,2502.867431640625,954.6730346679688,430.26953125,322.22314453125,500.0415649414063,52.045894622802734,828.192626953125,393.2152099609375,680.6715698242188,400.0056762695313,167.25692749023438,39.915470123291016,1939.9605712890625,2717.46826171875,533.3179321289062,553.924072265625,127.12088012695312,21.149999618530277,802.9265747070312,814.9332275390625,35.629920959472656,56.84999847412109,58.7429084777832,158.01248168945312,95.06640625,131.9014892578125,1866.344970703125,793.8671264648438,488.4327697753906,136.58407592773438,530.8811645507812,89.17916870117188,24.01576042175293,88.20474243164062,48.64412307739258,,,,,,
55.250762939453125,873.192138671875,399.2614135742188,993.3207397460938,129.6600341796875,2527.6982421875,973.1624145507812,427.9259643554688,318.66064453125,494.53851318359375,51.55967712402344,832.1853637695312,405.3509216308594,684.0362548828125,399.682373046875,164.93328857421875,39.442848205566406,1910.344482421875,2709.820556640625,542.1714477539062,543.016357421875,127.25737762451172,20.700000762939453,784.1638793945312,821.60791015625,35.00891876220703,56.09999847412109,59.630130767822266,157.5653533935547,94.08373260498048,129.55783081054688,1847.2581787109373,811.5162353515625,488.73388671875,130.71450805664062,527.4326782226562,88.8144302368164,23.923248291015625,86.47114562988281,48.422210693359375,,,,,,
55.36777877807617,895.3267211914062,396.9401245117188,972.8955688476562,129.22523498535156,2502.528076171875,966.999267578125,441.5590515136719,313.1325988769531,500.7737426757813,51.14393615722656,818.0634155273438,406.2451477050781,671.0416870117188,401.7607421875,167.25692749023438,38.79835510253906,1915.376953125,2679.878662109375,552.791015625,517.5016479492188,125.57396697998048,20.75,795.690673828125,843.1311645507812,34.73723602294922,54.79999923706055,58.50942993164063,155.67030334472656,91.16739654541016,128.38597106933594,1861.720703125,792.5924682617188,470.6276550292969,130.94741821289062,512.0442504882812,85.80531311035156,23.27104949951172,85.78531646728516,48.02275085449219,,,,,,
55.3482666015625,876.7777099609375,404.454833984375,972.7250366210938,126.9642105102539,2496.863525390625,961.0732421875,461.77447509765625,308.5873107910156,495.8611755371094,50.38995361328125,825.6707763671875,409.6782836914063,658.2213134765625,399.5900573730469,167.25692749023438,38.19683074951172,1887.386474609375,2702.17333984375,545.2220458984375,504.8392028808594,125.98343658447266,20.200000762939453,790.3479614257812,837.5689086914062,33.53404998779297,52.84999847412109,58.41604232788086,154.26499938964844,87.23665618896484,124.3548812866211,1810.671142578125,775.0904541015625,469.0880737304688,130.0157470703125,516.4409790039062,83.48009490966797,22.92875862121582,84.05170440673828,46.69126510620117,,,,,,
