Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-01 00:00:00+05:30,1.3508279495304725,1.3776392714310681,1.2293220989323892,1.269823670387268,2823044,0.0,0.0
2002-07-02 00:00:00+05:30,1.2698237403735857,1.3103258443030126,1.250999153831103,1.2669719457626343,945180,0.0,0.0
2002-07-03 00:00:00+05:30,1.2612671051978128,1.2915013707701013,1.250999189923259,1.2641195058822632,525005,0.0,0.0
2002-07-04 00:00:00+05:30,1.272105805162986,1.4535097669091028,1.269824020525868,1.377639651298523,3746805,0.0,0.0
2002-07-05 00:00:00+05:30,1.4044506227069848,1.4130073706504325,1.3559623843607826,1.3725051879882812,915261,0.0,0.0
2002-07-08 00:00:00+05:30,1.4181412639079325,1.4261273175218674,1.3342845195083808,1.3479753732681274,925743,0.0,0.0
2002-07-09 00:00:00+05:30,1.372505026022054,1.372505026022054,1.30176919077114,1.3126076459884644,755293,0.0,0.0
2002-07-10 00:00:00+05:30,1.3371371437800388,1.3399895443312089,1.2641194468154904,1.2778104543685913,495341,0.0,0.0
2002-07-11 00:00:00+05:30,1.2424424878029288,1.2669719514079223,1.2019403836930354,1.2401607036590576,580366,0.0,0.0
2002-07-12 00:00:00+05:30,1.2749579303651193,1.475186363708335,1.2721055297512045,1.3639483451843262,3523857,0.0,0.0
2002-07-15 00:00:00+05:30,1.480320470263516,1.480320470263516,1.2698236135486551,1.2857964038848877,1313549,0.0,0.0
2002-07-16 00:00:00+05:30,1.301769055778415,1.3668006893253837,1.253280828182402,1.27210533618927,1591100,0.0,0.0
2002-07-17 00:00:00+05:30,1.2915010923329555,1.296634745867847,1.2156310076291332,1.24244225025177,441551,0.0,0.0
2002-07-18 00:00:00+05:30,1.26982350324521,1.2857962921939636,1.2316037965778865,1.24244225025177,323611,0.0,0.0
2002-07-19 00:00:00+05:30,1.2532809497230104,1.2966349217986988,1.2344557581505091,1.245294213294983,335830,0.0,0.0
2002-07-22 00:00:00+05:30,1.2424424138491783,1.2424424138491783,1.1968060519480546,1.2099263668060303,411955,0.0,0.0
