Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-08-12 00:00:00+05:30,5.6448599843009495,5.744617118895262,5.6276607950777295,5.703338146209717,319840,0.0,0.0
2002-08-13 00:00:00+05:30,5.847815399848983,6.164285435967452,5.744618919941594,5.930372714996338,1255090,0.0,0.0
2002-08-14 00:00:00+05:30,5.9441320605725805,6.08172757343388,5.882213915758205,5.899413108825684,555980,0.0,0.0
2002-08-15 00:00:00+05:30,5.899413108825684,5.899413108825684,5.899413108825684,5.899413108825684,0,0.0,0.0
2002-08-16 00:00:00+05:30,5.971649864624355,6.006048243279468,5.902851795100095,5.916611671447754,229830,0.0,0.0
2002-08-19 00:00:00+05:30,5.9682103242514,6.088606626513763,5.9269313483502515,6.04044771194458,589210,0.0,0.0
2002-08-20 00:00:00+05:30,6.088606626513763,6.1195656944128585,5.985409514814425,6.04044771194458,354950,0.0,0.0
2002-08-21 00:00:00+05:30,6.0542070231434595,6.212441661069152,5.992288893135318,6.157403469085693,761470,0.0,0.0
2002-08-22 00:00:00+05:30,6.191802369638464,6.3981959131811434,6.102365145566403,6.233081340789795,564820,0.0,0.0
2002-08-23 00:00:00+05:30,6.294999877512639,6.518593303544278,6.277800686021174,6.305319786071777,906280,0.0,0.0
2002-08-26 00:00:00+05:30,6.288121447124402,6.4601160097864865,6.277801537166089,6.353478908538818,321580,0.0,0.0
2002-08-27 00:00:00+05:30,6.3293987535456395,6.3362786924078245,5.345590131947426,6.202123165130615,293600,0.0,0.0
2002-08-28 00:00:00+05:30,6.178042429463512,6.25716040200297,6.129884177044958,6.167723178863525,178810,0.0,0.0
2002-08-29 00:00:00+05:30,6.202122846689319,6.202122846689319,6.088606485719959,6.116125583648682,137690,0.0,0.0
2002-08-30 00:00:00+05:30,6.15052393411312,6.288120079195629,6.1126855847117705,6.229641914367676,302290,0.0,0.0
2002-09-02 00:00:00+05:30,6.322518969503922,6.329398908534578,6.064527160818216,6.09204626083374,236300,0.0,0.0
2002-09-03 00:00:00+05:30,6.11612532745623,6.157403644566721,5.985409125689958,6.026688098907471,341120,0.0,0.0
2002-09-04 00:00:00+05:30,5.98540938788885,6.081726558877667,5.916611970988593,6.012928485870361,229340,0.0,0.0
2002-09-05 00:00:00+05:30,6.054207650541019,6.102365909490435,6.054207650541019,6.071406841278076,166570,0.0,0.0
2002-09-06 00:00:00+05:30,6.054207746724469,6.0610876855714215,5.985409670469102,5.988849639892578,140840,0.0,0.0
2002-09-09 00:00:00+05:30,6.047327906637484,6.047327906637484,5.899412499547769,5.90629243850708,223140,0.0,0.0
2002-09-10 00:00:00+05:30,5.90629243850708,5.90629243850708,5.90629243850708,5.90629243850708,0,0.0,0.0
2002-09-11 00:00:00+05:30,5.981969545480407,6.088606626513763,5.9372512563523046,6.04044771194458,201520,0.0,0.0
2002-09-12 00:00:00+05:30,6.095486117207489,6.112685964464872,6.05420779600394,6.088606834411621,291800,0.0,0.0
2002-09-13 00:00:00+05:30,6.071406213509806,6.209001693500444,6.061086962577384,6.12300443649292,1867470,0.0,0.0
2002-09-16 00:00:00+05:30,6.466994307423182,6.466994307423182,5.951010698125361,5.985409736633301,179600,0.0,0.0
2002-09-17 00:00:00+05:30,6.050767073347461,6.136764330608106,5.9682097851100835,6.112685203552246,328600,0.0,0.0
2002-09-18 00:00:00+05:30,6.006048693590094,6.119565713648299,5.995729441662668,6.030128479003906,70870,0.0,0.0
2002-09-19 00:00:00+05:30,6.002608214924237,6.054206432864581,5.91661096632135,5.981968402862549,148560,0.0,0.0
2002-09-20 00:00:00+05:30,5.916612255820553,6.0060488364857525,5.868453339954199,5.954450607299805,137080,0.0,0.0
2002-09-23 00:00:00+05:30,5.851254350319174,6.109246161235678,5.820295280520624,6.002609729766846,99960,0.0,0.0
2002-09-24 00:00:00+05:30,5.957890378453247,5.985409476843747,5.923491341438357,5.964770317077637,102630,0.0,0.0
2002-09-25 00:00:00+05:30,5.851254350319174,6.012928982294959,5.813415341430479,6.002609729766846,82320,0.0,0.0
2002-09-26 00:00:00+05:30,5.9991694110074985,6.054207608310653,5.995729441662668,6.030128479003906,69350,0.0,0.0
2002-09-27 00:00:00+05:30,6.0301282732885815,6.501392903633233,6.026688304061104,6.23996114730835,1170480,0.0,0.0
2002-09-30 00:00:00+05:30,6.39819638363331,6.39819638363331,6.136764630070732,6.243401050567627,705580,0.0,0.0
2002-10-01 00:00:00+05:30,6.257161297091914,6.260601266486325,6.088606733408207,6.205563068389893,389900,0.0,0.0
2002-10-02 00:00:00+05:30,6.2055630683898935,6.2055630683898935,6.2055630683898935,6.205563068389893,0,0.0,0.0
2002-10-03 00:00:00+05:30,6.202121187467441,6.329396735298259,6.167722160232373,6.2846784591674805,246360,0.0,0.0
2002-10-04 00:00:00+05:30,6.315639862213394,6.350038246109069,6.191803580646193,6.219322681427002,322580,0.0,0.0
2002-10-07 00:00:00+05:30,6.466994355257672,6.466994355257672,6.198683296346722,6.274360656738281,412770,0.0,0.0
2002-10-08 00:00:00+05:30,6.398197613792005,6.432596656210054,6.28812120293998,6.298440456390381,444940,0.0,0.0
2002-10-09 00:00:00+05:30,6.277800115211567,6.350037500236047,6.05420736561722,6.129884719848633,316440,0.0,0.0
2002-10-10 00:00:00+05:30,6.054207801818848,6.153964291579143,6.030128671742469,6.054207801818848,189550,0.0,0.0
2002-10-11 00:00:00+05:30,6.057647883033379,6.092046266001641,5.861574213243048,5.902852535247803,466450,0.0,0.0
2002-10-14 00:00:00+05:30,5.882213279294039,5.913172348351409,5.751497064139122,5.796216011047363,531710,0.0,0.0
2002-10-15 00:00:00+05:30,5.796216011047363,5.796216011047363,5.796216011047363,5.796216011047363,0,0.0,0.0
